endTime,artistName,trackName,msPlayed
2022-07-29 16:08,Anurag Saikia,Aise Kyun,16801
2022-07-29 17:35,Megan Thee Stallion,Savage,1
2022-07-29 17:35,Billie Eilish,TV,2310
2022-07-29 17:35,One Direction,Olivia,61998
2022-07-29 17:36,DJ Khaled,No Brainer,10070
2022-07-29 17:36,Ed Sheeran,Shape of You,5457
2022-07-29 17:36,Marshmello,Happier,483
2022-07-29 17:36,Billie Eilish,lovely (with Khalid),1313
2022-07-29 17:36,Justin Bieber,Lonely (with benny blanco),11960
2022-07-29 17:36,Luis Fonsi,Despacito,6936
2022-07-29 17:36,Gryffin,Nobody Compares To You (feat. Katie Pearlman),735
2022-07-29 17:36,Ali Gatie,It's You,3937
2022-07-29 17:36,Taylor Swift,You Need To Calm Down,13461
2022-07-29 17:37,Arizona Zervas,ROXANNE,12983
2022-07-29 17:37,ZAYN,Entertainer,14308
2022-07-29 17:37,Olivia O'Brien,Complicated,2030
2022-07-29 17:37,Justin Bieber,Love Yourself,35192
2022-07-29 17:38,Ed Sheeran,Bad Habits,1050
2022-07-29 17:38,Oscar Lang,million little reasons,8378
2022-07-29 17:38,Ed Sheeran,Happier,2760
2022-07-29 17:38,Paul Anka,Put Your Head On My Shoulder,554
2022-07-29 17:38,Dua Lipa,Don't Start Now,5913
2022-07-29 17:38,Billie Eilish,i love you,5108
2022-07-29 17:38,BLACKPINK,Ice Cream (with Selena Gomez),23038
2022-07-29 17:38,KSW,Tum Mile - Lofi Flip,1213
2022-07-29 17:38,SHAED,Trampoline (with ZAYN),6298
2022-07-29 17:39,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),952
2022-07-29 17:39,One Direction,You & I,32115
2022-07-29 17:39,Billie Eilish,everything i wanted,545
2022-07-29 17:42,Clinton Kane,I GUESS I'M IN LOVE,189354
2022-07-29 17:43,Lil Nas X,Panini,58822
2022-07-29 17:44,Ed Sheeran,Perfect,1092
2022-07-29 17:44,Kygo,It Ain't Me (with Selena Gomez),808
2022-07-29 17:44,Ariana Grande,pov,33289
2022-07-29 17:44,The Chainsmokers,Roses,19725
2022-07-29 17:44,HRVY,Personal,906
2022-07-29 17:44,Ariana Grande,no tears left to cry,13376
2022-07-29 17:45,Conan Gray,People Watching,10130
2022-07-29 17:45,Curtis Waters,Stunnin' (feat. Harm Franklin),12493
2022-07-29 17:45,Joji,Glimpse of Us,8633
2022-07-29 17:45,Royal & the Serpent,overwhelmed,15926
2022-07-29 17:45,First Launch,Bella Ciao,4363
2022-07-29 17:45,Bazzi,Beautiful (feat. Camila Cabello),325
2022-07-29 17:45,Bazzi,Beautiful (feat. Camila Cabello),590
2022-07-29 17:45,Selena Gomez,Wolves,576
2022-07-29 17:45,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",6727
2022-07-29 17:45,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",1472
2022-07-29 17:46,Adele,Easy On Me,8208
2022-07-29 17:46,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),8346
2022-07-29 17:46,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,712
2022-07-29 17:46,Harry Styles,To Be So Lonely,835
2022-07-29 17:49,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),1532
2022-07-29 17:49,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",1440
2022-07-29 17:49,THE ANXIETY,Meet Me At Our Spot,9660
2022-07-29 17:49,One Direction,One Way or Another (Teenage Kicks),7984
2022-07-29 17:49,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,52
2022-07-29 17:50,Little Mix,Shout Out to My Ex - Recorded at Spotify Studios NYC,0
2022-07-29 17:50,Kina,Get You The Moon (feat. Snøw),10390
2022-07-29 17:50,Sam Smith,Fire On Fire,2477
2022-07-29 17:50,HVME,Goosebumps,3605
2022-07-29 17:50,Julia Michaels,Heaven,1522
2022-07-29 17:50,Major Lazer,Cold Water,2150
2022-07-29 17:50,Justin Bieber,Anyone,2831
2022-07-29 17:50,5 Seconds of Summer,She Looks So Perfect,7093
2022-07-29 17:50,Harry Styles,Music For a Sushi Restaurant,610
2022-07-29 17:50,Anna of the North,Lovers,486
2022-07-29 17:50,Harry Styles,Adore You,11476
2022-07-29 17:51,ibi,Experience,0
2022-07-29 17:51,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0
2022-07-29 17:51,BANNERS,Someone To You,4724
2022-07-29 17:51,Claire Rosinkranz,Backyard Boy,10042
2022-07-29 17:51,Bea Miller,like that,0
2022-07-29 17:51,Beach Bunny,Cloud 9,18002
2022-07-29 17:51,Selena Gomez,Lose You To Love Me,6285
2022-07-29 17:51,Post Malone,Better Now,0
2022-07-29 17:51,ZAYN,Fingers,0
2022-07-29 17:51,Bella Poarch,Build a Bitch,4516
2022-07-29 17:51,One Direction,Na Na Na,0
2022-07-29 17:52,"Tyler, The Creator",IFHY (feat. Pharrell),522
2022-07-30 06:47,Ruth B.,Dandelions,233720
2022-07-30 06:48,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),63674
2022-07-30 06:51,WILLOW,Wait a Minute!,196520
2022-07-30 06:54,Selena Gomez,Lose You To Love Me,206458
2022-07-30 06:57,Ariana Grande,34+35,173710
2022-07-30 06:59,Vicetone,Astronomia,2474
2022-07-30 07:12,Vicetone,Astronomia,5376
2022-07-30 07:12,Prateek Kuhad,with you/for you,40797
2022-07-30 07:15,Clairo,Pretty Girl,178132
2022-07-30 07:18,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157974
2022-07-30 07:18,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,4492
2022-07-30 07:21,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),220654
2022-07-30 07:27,24kGoldn,CITY OF ANGELS,92314
2022-07-30 07:31,5 Seconds of Summer,She Looks So Perfect,202436
2022-07-30 07:34,FINNEAS,Let's Fall in Love for the Night,189929
2022-07-30 07:34,Akhil Sachdeva,Tera Ban Jaunga,4249
2022-07-30 07:39,Prateek Kuhad,cold/mess (on piano),305185
2022-07-30 07:44,Harry Styles,Adore You,176855
2022-07-30 07:48,Little Mix,Black Magic,211689
2022-07-30 07:50,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,126021
2022-08-01 05:05,Vicetone,Astronomia,1845
2022-08-01 05:05,James Arthur,Say You Won't Let Go,1290
2022-08-01 05:05,Taylor Swift,champagne problems,2744
2022-08-01 05:05,Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",1171
2022-08-01 05:06,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],3192
2022-08-01 05:08,Prateek Kuhad,for your time,1634
2022-08-01 05:08,Justin Bieber,Hold On,122915
2022-08-01 05:11,Shawn Mendes,If I Can't Have You,191466
2022-08-01 05:14,Taylor Swift,...Ready For It?,208186
2022-08-01 05:16,24kGoldn,CITY OF ANGELS,112493
2022-08-01 05:19,Michele Morrone,Hard For Me,177946
2022-08-01 05:19,BTS,Dynamite,9115
2022-08-01 05:23,Glass Animals,Heat Waves,238805
2022-08-01 05:26,GAYLE,abcdefu,168601
2022-08-01 05:28,Lil Nas X,MONTERO (Call Me By Your Name),137875
2022-08-01 05:31,Harry Styles,Watermelon Sugar,174000
2022-08-01 05:35,Ashley Park,"Mon Soleil - from ""Emily in Paris"" Soundtrack",208694
2022-08-01 05:38,Ed Sheeran,Beautiful People (feat. Khalid),197866
2022-08-01 05:41,Marshmello,Here With Me,156346
2022-08-01 05:45,Sufjan Stevens,Mystery of Love,248964
2022-08-01 05:50,OneRepublic,Counting Stars,257266
2022-08-01 05:54,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),247160
2022-08-01 05:57,Olivia Rodrigo,good 4 u,178146
2022-08-01 06:01,Jonas Brothers,Sucker,181026
2022-08-01 06:06,Jaymes Young,Happiest Year,228442
2022-08-01 06:10,Dua Lipa,Break My Heart,221820
2022-08-01 06:12,Taylor Swift,End Game,144810
2022-08-01 11:15,Taylor Swift,evermore (feat. Bon Iver),15055
2022-08-01 11:15,Joakim Karud,Canals,570
2022-08-01 11:15,Prateek Kuhad,cold/mess,7155
2022-08-01 11:15,Taylor Swift,End Game,341
2022-08-01 11:16,Melanie Martinez,Play Date,5007
2022-08-01 11:16,Justin Wellington,Iko Iko (My Bestie),2987
2022-08-01 11:16,Ilkay Sencan,Rockstar,962
2022-08-01 11:16,Doja Cat,Say So,9852
2022-08-01 11:16,BENEE,Supalonely,2226
2022-08-01 11:16,Taylor Swift,Look What You Made Me Do,754
2022-08-01 11:16,Lewis Capaldi,Someone You Loved,10951
2022-08-01 11:16,Machine Gun Kelly,Bad Things (with Camila Cabello),4406
2022-08-01 11:16,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),2090
2022-08-01 11:16,Kacey Musgraves,Golden Hour,594
2022-08-01 11:16,Powfu,death bed (coffee for your head),2985
2022-08-01 11:16,Luke Chiang,Shouldn't Be,2183
2022-08-01 11:16,Selena Gomez & The Scene,Who Says,480
2022-08-01 11:16,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,1232
2022-08-01 11:16,PUBLIC,Make You Mine,5455
2022-08-01 11:17,Shawn Mendes,Treat You Better,6671
2022-08-01 13:45,Shawn Mendes,Treat You Better,2042
2022-08-01 13:47,Michele Morrone,Hard For Me - R3HAB Remix,10138
2022-08-01 13:47,JVKE,this is what falling in love feels like,120308
2022-08-01 13:51,The Chainsmokers,This Feeling,147623
2022-08-01 18:01,dhruv,double take,51044
2022-08-01 18:05,Cavetown,Fool,233607
2022-08-01 18:07,JAWNY,Honeypie,135497
2022-08-01 18:09,Sexy Pigeon,Avocado Toast,118974
2022-08-01 18:09,Shawn Wasabi,MARBLE TEA,4237
2022-08-01 18:13,Rocketman,Orange Coffee,232718
2022-08-01 18:52,Jullian,Buttercup,103073
2022-08-02 05:24,Justin Bieber,Hold On,2045
2022-08-02 05:27,Anuv Jain,Baarishein,207309
2022-08-02 05:31,Harry Styles,Adore You,207133
2022-08-02 05:34,Dua Lipa,Physical,193829
2022-08-02 05:37,Bebe Rexha,I'm a Mess,195519
2022-08-02 05:41,Adele,Easy On Me,224694
2022-08-02 05:44,DJ Snake,Let Me Love You,205906
2022-08-02 05:48,Justin Bieber,Yummy,210426
2022-08-02 05:52,Alessia Cara,Out Of Love,227693
2022-08-02 05:54,The Kid LAROI,STAY (with Justin Bieber),141805
2022-08-02 05:56,El Profesor,Bella Ciao [HUGEL Remix],113916
2022-08-02 05:57,Billie Eilish,lovely (with Khalid),71812
2022-08-02 05:58,Billie Eilish,lovely (with Khalid),21980
2022-08-02 05:58,Taylor Swift,End Game,432
2022-08-02 05:58,DJ Snake,Let Me Love You,1452
2022-08-02 06:01,Olivia Rodrigo,deja vu,215506
2022-08-02 06:05,Backstreet Boys,I Want It That Way,213306
2022-08-02 06:11,Ed Sheeran,Thinking out Loud,218926
2022-08-03 06:39,mrld,An Art Gallery Could Never Be As Unique As You,158677
2022-08-03 06:41,Alec Benjamin,Water Fountain,131413
2022-08-03 14:23,Christina Perri,A Thousand Years,1534
2022-08-03 14:23,NAALAYAK,Zakir,3816
2022-08-03 14:26,5 Seconds of Summer,She Looks So Perfect,197111
2022-08-03 14:30,Lauv,I Like Me Better,197282
2022-08-03 14:30,Rex Orange County,Loving Is Easy (feat. Benny Sings),1157
2022-08-03 19:05,Ariana Grande,positions,31077
2022-08-03 19:07,LISA,MONEY,68100
2022-08-04 04:35,Selena Gomez,Look At Her Now,1451
2022-08-04 04:35,Taylor Swift,Look What You Made Me Do,3897
2022-08-04 04:35,Justin Bieber,Purpose,1336
2022-08-04 04:37,vaultboy,everything sucks,115401
2022-08-04 04:41,Ed Sheeran,All of the Stars,234986
2022-08-04 04:45,Doja Cat,Say So (feat. Nicki Minaj) - Original Version,206760
2022-08-04 04:49,Taylor Swift,champagne problems,244000
2022-08-04 04:52,Taylor Swift,Lover,221306
2022-08-04 04:54,Kaushal K,Hold On,38804
2022-08-04 04:56,Curtis Waters,Stunnin' (feat. Harm Franklin),144000
2022-08-04 05:00,Justin Bieber,Ghost,53660
2022-08-04 15:50,Justin Bieber,Ghost,99443
2022-08-04 15:58,Taylor Swift,evermore (feat. Bon Iver),303458
2022-08-04 16:02,Kygo,It Ain't Me (with Selena Gomez),218990
2022-08-04 16:02,benny blanco,Eastside (with Halsey & Khalid),4495
2022-08-05 15:09,Kanye West,Real Friends,221980
2022-08-08 04:36,Harry Styles,As It Was,167303
2022-08-08 04:41,Olivia Rodrigo,drivers license,242013
2022-08-08 04:44,Wiz Khalifa,See You Again (feat. Charlie Puth),229525
2022-08-08 04:48,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081
2022-08-08 04:51,Miley Cyrus,Midnight Sky,223280
2022-08-08 04:52,Sabrina Carpenter,Sue Me,59751
2022-08-08 04:54,Sabrina Carpenter,Sue Me,68812
2022-08-08 04:55,Sabrina Carpenter,Sue Me,50728
2022-08-08 04:58,Kat Dahlia,I Think I'm In Love,202666
2022-08-08 05:01,Giveon,Heartbreak Anniversary,198370
2022-08-08 05:05,Jeremy Zucker,full stop,219996
2022-08-08 05:08,Billie Eilish,Therefore I Am,174321
2022-08-08 05:12,Daniel Schulz,Turn Back Time,223561
2022-08-08 05:16,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",250266
2022-08-08 05:19,Daya,"Sit Still, Look Pretty",202226
2022-08-08 05:22,Dua Lipa,Don't Start Now,183290
2022-08-08 05:24,Halsey,Walls Could Talk,101789
2022-08-08 05:27,Ruth B.,Lost Boy,197188
2022-08-08 05:30,Olivia O'Brien,Complicated,189000
2022-08-08 05:37,Daya,Hide Away,153181
2022-08-09 05:12,Sasha Alex Sloan,Dancing With Your Ghost,3947
2022-08-09 05:12,Selena Gomez,Lose You To Love Me,1450
2022-08-09 05:12,24kGoldn,CITY OF ANGELS,1744
2022-08-09 05:12,Wiz Khalifa,See You Again (feat. Charlie Puth),857
2022-08-09 05:16,One Direction,Steal My Girl,228133
2022-08-09 05:21,Little Mix,Woman Like Me (feat. Nicki Minaj),38466
2022-08-09 09:22,Little Mix,Woman Like Me (feat. Nicki Minaj),191599
2022-08-09 09:23,Billie Eilish,wish you were gay,52228
2022-08-09 09:25,Dua Lipa,Break My Heart,126957
2022-08-11 17:06,Daniel Schulz,Turn Back Time,1610
2022-08-11 17:06,Clinton Kane,I GUESS I'M IN LOVE,1082
2022-08-11 17:06,Dua Lipa,Break My Heart,4473
2022-08-11 17:09,Justin Bieber,Hold On,170813
2022-08-11 17:12,James Arthur,Say You Won't Let Go,173462
2022-08-11 17:12,BTS,Dynamite,5518
2022-08-11 17:14,The Weeknd,Can't Feel My Face,110245
2022-08-11 17:14,Selena Gomez,Lose You To Love Me,1732
2022-08-11 17:18,Taylor Swift,I Knew You Were Trouble.,219720
2022-08-11 17:18,Halsey,Bad At Love,40736
2022-08-11 17:26,The Chainsmokers,Roses,84740
2022-08-12 08:54,The Chainsmokers,Roses,856
2022-08-12 08:57,Ariana Grande,"thank u, next",207320
2022-08-12 09:00,Little Mix,Love Me or Leave Me,206493
2022-08-12 09:01,Demi Lovato,Heart Attack,15554
2022-08-12 09:01,Wiz Khalifa,See You Again (feat. Charlie Puth),4690
2022-08-12 09:04,Camila Cabello,My Oh My (feat. DaBaby),170746
2022-08-12 09:05,Jess Glynne,I'll Be There,107543
2022-08-12 09:05,Tate McRae,One Day,2201
2022-08-12 09:09,Shawn Mendes,In My Blood,211360
2022-08-12 09:12,BTS,Permission to Dance,171353
2022-08-12 09:15,Shawn Mendes,If I Can't Have You,191466
2022-08-12 09:15,sagun,I'll Keep You Safe,14126
2022-08-12 09:57,sagun,I'll Keep You Safe,577
2022-08-12 10:01,ZAYN,No Candle No Light (feat. Nicki Minaj),195026
2022-08-12 10:03,Sasha Alex Sloan,Older,121544
2022-08-12 10:03,beabadoobee,the perfect pair,18997
2022-08-12 10:04,Anne-Marie,Our Song,13063
2022-08-12 10:04,Ruth B.,Dandelions,1290
2022-08-12 10:08,Pritam,"Kesariya (From ""Brahmastra"")",268164
2022-08-12 10:12,Shae Gill,Pasoori,224146
2022-08-12 10:14,Shubh,No Love,129154
2022-08-12 10:17,AP Dhillon,Excuses,176232
2022-08-12 10:17,Sidhu Moose Wala,295,12129
2022-08-12 10:19,Aditya A,Chaand Baaliyan,103264
2022-08-12 10:19,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",1238
2022-08-12 10:19,King,Tu Aake Dekhle,22358
2022-08-12 10:22,Harry Styles,As It Was,167303
2022-08-12 10:25,Bad Bunny,Tití Me Preguntó,13650
2022-08-12 10:25,Bad Bunny,Me Porto Bonito,178567
2022-08-12 10:30,Kate Bush,Running Up That Hill (A Deal With God),298933
2022-08-12 10:33,ROSALÍA,DESPECHÁ,157017
2022-08-12 10:38,Bad Bunny,Efecto,211898
2022-08-12 10:42,Joji,Glimpse of Us,233456
2022-08-12 10:43,Steve Lacy,Bad Habit,24167
2022-08-12 10:43,Manuel Turizo,La Bachata,7466
2022-08-12 10:43,Bad Bunny,Moscow Mule,8462
2022-08-12 10:43,Bad Bunny,Ojitos Lindos,19869
2022-08-12 10:47,Glass Animals,Heat Waves,238805
2022-08-12 10:51,OneRepublic,I Ain't Worried,71552
2022-08-12 10:59,Shankar-Ehsaan-Loy,Pretty Woman,9746
2022-08-12 11:00,Roy Orbison,"Oh, Pretty Woman",12651
2022-08-12 11:03,Pomplamoose,"Oh, Pretty Woman",188863
2022-08-12 11:03,Hollow Coves,Interlude,11810
2022-08-12 11:04,Taylor Swift,willow,1449
2022-08-12 11:04,okayceci,feel u,20022
2022-08-12 11:07,Harry Styles,Adore You,207133
2022-08-12 11:10,BTS,Dynamite,183299
2022-08-12 11:13,Dua Lipa,Don't Start Now,183290
2022-08-12 11:17,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,191013
2022-08-12 11:22,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),159613
2022-08-16 08:05,dhruv,double take,171743
2022-08-16 08:10,Prateek Kuhad,with you/for you,23
2022-08-16 08:10,Prateek Kuhad,Kasoor,4391
2022-08-16 08:10,Ashe,Till Forever Falls Apart,212216
2022-08-16 08:13,Cate,Groupie,188702
2022-08-16 08:15,Ant Saunders,Yellow Hearts,98177
2022-08-17 15:38,Radical Face,"Welcome Home, Son",2144
2022-08-17 15:41,Oscar Lang,million little reasons,163493
2022-08-17 15:43,Christian Leave,Can't Help Falling in Love,135714
2022-08-17 15:45,Shiloh Dynasty,Pure Imagination,99840
2022-08-17 15:48,girl in red,we fell in love in october,184153
2022-08-17 15:50,Still Woozy,Cooks,23997
2022-08-17 15:53,JalRaj,Phir Miloge Na,21774
2022-08-17 15:53,Mitraz,Akhiyaan,191868
2022-08-17 15:55,JalRaj,Phir Miloge Na,81193
2022-08-17 15:58,Anuv Jain,Alag Aasmaan,212608
2022-08-17 16:02,Mitraz,Akhiyaan,191689
2022-08-17 16:02,Dream Note,Waqt Ki Baatein,243168
2022-08-17 16:05,Dikshant,Aankhon Se Batana,221105
2022-08-17 16:12,Prateek Kuhad,Tere Hi Hum,175817
2022-08-17 16:17,Anuv Jain,Baarishein,207153
2022-08-17 16:17,Vilen,Chidiya,253329
2022-08-17 16:20,Prateek Kuhad,Kasoor,197328
2022-08-17 16:26,Suzonn,Sun Lo Na (Raw),159783
2022-08-17 16:26,Deepak Rathore Project,Tuta Pull Wahan,22039
2022-08-17 16:28,Prateek Kuhad,Pause,2890
2022-08-17 16:28,Anuv Jain,Mishri,98416
2022-08-17 16:28,Prateek Kuhad,"Kasoor (From ""Dhamaka"") - Acoustic",8650
2022-08-17 16:32,When Chai Met Toast,Yellow Paper Daisy,199704
2022-08-17 16:32,Vismay Patel,Pal Behta Jaaye,174406
2022-08-17 16:35,Ashu Shukla,Har Ek Pal,196772
2022-08-17 16:41,Jasleen Royal,Sang Rahiyo,109713
2022-08-17 16:45,Dhruv Kapoor,What Is Love,230776
2022-08-17 16:56,Zaeden,tere bina,157147
2022-08-17 17:00,Jasleen Royal,Sang Rahiyo,13027
2022-08-17 17:00,Ashu Shukla,Har Ek Pal,196876
2022-08-17 17:04,Dhruv Kapoor,What Is Love,230776
2022-08-17 17:06,When Chai Met Toast,When We Feel Young,71297
2022-08-18 10:24,Prateek Kuhad,Tere Hi Hum,164026
2022-08-18 10:29,Deepak Rathore Project,Tuta Pull Wahan,312701
2022-08-18 10:32,Prateek Kuhad,Pause,171149
2022-08-18 10:37,JalRaj,Phir Miloge Na,267500
2022-08-18 10:41,Anurag Saikia,Aise Kyun,264933
2022-08-18 10:44,Mitraz,Akhiyaan,191868
2022-08-18 10:47,Zaeden,tere bina,157245
2022-08-18 10:50,Prateek Kuhad,Kasoor,197549
2022-08-18 10:54,Anuv Jain,Alag Aasmaan,212773
2022-08-18 10:57,Anuv Jain,Baarishein,207309
2022-08-18 11:00,Vismay Patel,Pal Behta Jaaye,174545
2022-08-18 11:04,Anuv Jain,Gul,217241
2022-08-18 11:08,Vilen,Chidiya,253333
2022-08-18 11:12,Dream Note,Waqt Ki Baatein,243310
2022-08-18 11:15,Suzonn,Sun Lo Na (Raw),174466
2022-08-18 11:19,Dikshant,Aankhon Se Batana,221271
2022-08-18 11:22,When Chai Met Toast,Yellow Paper Daisy,199772
2022-08-22 17:17,When Chai Met Toast,Yellow Paper Daisy,35651
2022-08-22 17:26,Harry Styles,Matilda,215737
2022-08-22 17:30,Harry Styles,To Be So Lonely,192025
2022-08-22 17:32,Julia Michaels,What A Time (feat. Niall Horan),68730
2022-08-22 17:32,Harriette,at least i'm pretty,105323
2022-08-22 17:35,girl in red,we fell in love in october,114076
2022-08-22 17:40,Olivia Rodrigo,deja vu,214486
2022-08-22 17:43,Harry Styles,Love Of My Life,191486
2022-08-22 17:46,Miley Cyrus,Angels Like You,181255
2022-08-22 17:47,Adele,Love In The Dark,3687
2022-08-22 17:47,Billie Eilish,i love you,251837
2022-08-22 17:51,One Direction,18,248148
2022-08-22 18:31,Harry Styles,Matilda,5042
2022-08-22 18:31,Billie Eilish,i love you,995
2022-08-22 18:34,Harry Styles,As It Was,167293
2022-08-22 18:37,Olivia Rodrigo,happier,175828
2022-08-22 18:40,Julia Michaels,What A Time (feat. Niall Horan),173183
2022-08-22 18:40,girl in red,we fell in love in october,184141
2022-08-22 18:42,Harriette,at least i'm pretty,106663
2022-08-22 18:48,Billie Eilish,Bored,179956
2022-08-22 18:52,Harry Styles,Falling,239903
2022-08-22 18:55,Olivia Rodrigo,deja vu,30037
2022-08-22 18:55,Lord Huron,The Night We Met,208179
2022-08-22 18:56,Tommy Lefroy,Flight Risk,57960
2022-08-22 19:02,mehro,perfume,148330
2022-08-22 19:04,Harry Styles,Keep Driving,139913
2022-08-22 19:09,Joji,Glimpse of Us,222585
2022-08-22 19:09,Billie Eilish,Happier Than Ever,298760
2022-08-22 19:12,Noah Cyrus,July,155958
2022-08-24 07:59,Armani White,BILLIE EILISH.,34344
2022-08-24 14:32,Harry Styles,Matilda,30013
2022-08-24 14:33,Armani White,BILLIE EILISH.,64841
2022-08-24 14:35,Dua Lipa,Levitating (feat. DaBaby),7199
2022-08-24 14:40,Taylor Swift,I Knew You Were Trouble.,1551
2022-08-24 14:40,Olivia Holt,talk me out of it,171209
2022-08-24 14:40,SHAED,Trampoline (with ZAYN),4178
2022-08-24 14:41,Demi Lovato,Sorry Not Sorry,203578
2022-08-24 14:41,Shawn Mendes,Mercy,21603
2022-08-24 14:41,James Arthur,Train Wreck,0
2022-08-24 14:47,Camila Cabello,My Oh My (feat. DaBaby),169016
2022-08-24 14:50,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163990
2022-08-24 14:52,FelixThe1st,Own Brand Freestyle,153698
2022-08-24 14:53,Tate McRae,vicious,32697
2022-08-25 12:07,Michele Morrone,Watch Me Burn,2620
2022-08-25 12:10,Halsey,Without Me,201660
2022-08-25 12:13,Ava Max,So Am I (feat. NCT 127),185034
2022-08-25 12:17,BTS,Permission to Dance,187585
2022-08-25 12:20,Jack Stauber,Buttercup,208026
2022-08-25 12:23,Tate McRae,you broke me first,169265
2022-08-25 12:27,Britney Spears,Criminal,225080
2022-08-25 12:30,James Arthur,Train Wreck,208826
2022-08-25 12:33,Marshmello,FRIENDS,202620
2022-08-25 12:37,Khalid,Love Lies (with Normani),201707
2022-08-25 12:40,Ashe,Moral of the Story,201083
2022-08-25 12:44,Daya,"Sit Still, Look Pretty",202226
2022-08-25 12:47,Zedd,Good Thing (with Kehlani),210901
2022-08-25 12:51,Destiny Rogers,Tomboy,111501
2022-08-25 16:15,Destiny Rogers,Tomboy,85659
2022-08-25 16:16,dhruv,double take,6881
2022-08-25 16:16,Destiny Rogers,Tomboy,76308
2022-08-25 16:20,Cate,Groupie,188524
2022-08-25 16:22,Ellise,911,188330
2022-08-25 16:22,Lauv,Who (feat. BTS),119689
2022-08-25 16:24,vaultboy,everything sucks (feat. Eric Nam),119661
2022-08-25 16:28,demxntia,tonight,83611
2022-08-25 16:30,EMELINE,cinderella's dead,119876
2022-08-25 16:34,Vedo,You Got It,203103
2022-08-25 16:43,Bella Poarch,Build a Bitch,23228
2022-08-25 16:44,The Subtle Art Of Not Giving A F*ck,Don't try,57222
2022-08-25 16:45,dhruv,double take,216
2022-08-25 16:45,The Subtle Art Of Not Giving A F*ck,You are not special,10891
2022-08-25 16:45,Cate,Groupie,0
2022-08-25 16:45,Kali Uchis,telepatía,12093
2022-08-25 16:45,Destiny Rogers,Tomboy,311
2022-08-25 16:45,vaultboy,everything sucks (feat. Eric Nam),1006
2022-08-25 16:45,Kim!,Cute Little Savage,17245
2022-08-25 16:47,Lauv,Who (feat. BTS),467
2022-08-25 16:47,EMELINE,cinderella's dead,1001
2022-08-25 16:48,Vedo,You Got It,73223
2022-08-25 16:49,Johnny Stimson,Butterflies,55424
2022-08-25 16:49,Ant Saunders,Yellow Hearts,3154
2022-08-25 16:51,demxntia,tonight,35603
2022-08-25 16:51,Halsey,Walls Could Talk,101567
2022-08-25 17:07,Ariana Grande,7 rings,178605
2022-08-25 17:07,Bella Poarch,Build a Bitch,121509
2022-08-25 17:10,LISA,MONEY,166774
2022-08-25 17:15,Olivia Rodrigo,deja vu,18037
2022-08-25 17:15,Ellise,911,187266
2022-08-25 17:18,Katy Perry,Harleys In Hawaii,185307
2022-08-25 17:22,Giveon,Heartbreak Anniversary,197208
2022-08-25 17:22,Ariana Grande,"thank u, next",207087
2022-08-25 17:25,Leyla Blue,What A Shame,175819
2022-08-25 17:31,Cher Lloyd,None Of My Business,182949
2022-08-25 17:34,Bea Miller,feel something,179785
2022-08-25 17:35,Destiny Rogers,Tomboy,244
2022-08-25 17:35,Denise Julia,NVMD,42772
2022-08-25 17:38,Hwa Sa,Maria,45754
2022-08-25 17:38,Olivia Rodrigo,happier,175709
2022-08-25 17:46,Ariana Grande,positions,172199
2022-08-25 17:47,Maty Noyes,New Friends,30135
2022-08-25 18:15,dhruv,double take,485
2022-08-25 18:15,LISA,MONEY,476
2022-08-25 18:15,Cate,Groupie,192
2022-08-25 18:15,Kali Uchis,telepatía,4243
2022-08-25 18:15,Katy Perry,Harleys In Hawaii,467
2022-08-25 18:15,Cher Lloyd,None Of My Business,1014
2022-08-25 18:15,demxntia,tonight,0
2022-08-25 18:15,Vedo,You Got It,728
2022-08-25 18:15,Ellise,911,735
2022-08-25 18:15,Lauv,Who (feat. BTS),0
2022-08-25 18:15,EMELINE,cinderella's dead,0
2022-08-25 18:15,Maty Noyes,New Friends,999
2022-08-25 18:15,Maty Noyes,New Friends,30002
