,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
1326,saffron___halfv,2022-06-19 06:17,halfv,saffron,77398,2022-06-19 06:17:00,0.574,0.341,1,-12.128,1,0.0468,0.901,0.932,0.128,0.579,150.033,audio_features,1rac3Jn0FNPe9VknXZDWZk,spotify:track:1rac3Jn0FNPe9VknXZDWZk,https://api.spotify.com/v1/tracks/1rac3Jn0FNPe9VknXZDWZk,https://api.spotify.com/v1/audio-analysis/1rac3Jn0FNPe9VknXZDWZk,77400,3,saffron,1M0SfN1MyqyCak13jImMKq
1327,Carry Me Away___John Mayer,2022-06-19 06:20,John Mayer,Carry Me Away,159133,2022-06-19 06:20:00,0.677,0.713,4,-6.626,1,0.0288,0.0117,0.15,0.0952,0.744,119.997,audio_features,4Szq4dulKN9bOvLRW6uMdZ,spotify:track:4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/tracks/4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/audio-analysis/4Szq4dulKN9bOvLRW6uMdZ,159133,4,Sob Rock,2JmfwvRDitJlTUoLCkp61z
1328,Golden (Nealo Remix)___shiv,2022-06-19 06:23,shiv,Golden (Nealo Remix),190084,2022-06-19 06:23:00,0.691,0.631,7,-10.951,1,0.34,0.576,0.000445,0.194,0.642,94.978,audio_features,6bI3rbzWInkPEhDRlWXWPk,spotify:track:6bI3rbzWInkPEhDRlWXWPk,https://api.spotify.com/v1/tracks/6bI3rbzWInkPEhDRlWXWPk,https://api.spotify.com/v1/audio-analysis/6bI3rbzWInkPEhDRlWXWPk,190085,4,Golden (Nealo Remix),2UWJbChOCb8ebKZhQPinL9
1329,Feeling Alive___Attom,2022-06-19 06:27,Attom,Feeling Alive,250900,2022-06-19 06:27:00,0.463,0.528,4,-10.143,1,0.0375,0.701,0.913,0.091,0.0527,139.995,audio_features,6rxDlhJlsBVBMoqN4Na6TP,spotify:track:6rxDlhJlsBVBMoqN4Na6TP,https://api.spotify.com/v1/tracks/6rxDlhJlsBVBMoqN4Na6TP,https://api.spotify.com/v1/audio-analysis/6rxDlhJlsBVBMoqN4Na6TP,173143,4,Soul Stories 2 (Emotional Orchestral Drama Tracks),12xXd3NM97X0a6PMgAiwKQ
1330,Someone That Loves You___HONNE,2022-06-19 06:31,HONNE,Someone That Loves You,244958,2022-06-19 06:31:00,0.531,0.728,6,-4.985,0,0.063,0.0416,7.19e-06,0.135,0.418,104.978,audio_features,1yraET52i6ZkrvvrmKNyn6,spotify:track:1yraET52i6ZkrvvrmKNyn6,https://api.spotify.com/v1/tracks/1yraET52i6ZkrvvrmKNyn6,https://api.spotify.com/v1/audio-analysis/1yraET52i6ZkrvvrmKNyn6,244959,4,Warm on a Cold Night (Deluxe),0aWcnOSntyOxzNCxBksLW6
1331,Sundress___A$AP Rocky,2022-06-19 06:34,A$AP Rocky,Sundress,158205,2022-06-19 06:34:00,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/tracks/2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/audio-analysis/2aPTvyE09vUCRwVvj0I8WK,158206,4,Sundress,3AlyvIIMZyT5LjWFeK5LSl
1332,Warm (feat. Mia)___Dre'es,2022-06-19 06:38,Dre'es,Warm (feat. Mia),255465,2022-06-19 06:38:00,0.662,0.296,8,-14.525,1,0.0301,0.887,0.111,0.119,0.434,94.024,audio_features,4rxD9Ar3OlsgGOnblWUKqr,spotify:track:4rxD9Ar3OlsgGOnblWUKqr,https://api.spotify.com/v1/tracks/4rxD9Ar3OlsgGOnblWUKqr,https://api.spotify.com/v1/audio-analysis/4rxD9Ar3OlsgGOnblWUKqr,255466,4,Warm,6VCVsHg0OzSEKRnFLtOQcg
1333,august___Taylor Swift,2022-06-19 06:42,Taylor Swift,august,261922,2022-06-19 06:42:00,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4,folklore,2fenSS68JI1h4Fo296JfGr
1334,Golden Eyes___HANNI,2022-06-19 06:45,HANNI,Golden Eyes,148251,2022-06-19 06:45:00,0.606,0.406,8,-9.689,1,0.034,0.623,2.97e-05,0.162,0.136,87.025,audio_features,2CVWGyKDFZRYzYkd9OxQRv,spotify:track:2CVWGyKDFZRYzYkd9OxQRv,https://api.spotify.com/v1/tracks/2CVWGyKDFZRYzYkd9OxQRv,https://api.spotify.com/v1/audio-analysis/2CVWGyKDFZRYzYkd9OxQRv,148252,4,Golden Eyes,11BEhlO8TEX1tmeXtdxkZb
1335,Sensitive Heart___Yoke Lore,2022-06-19 06:53,Yoke Lore,Sensitive Heart,115776,2022-06-19 06:53:00,0.637,0.604,0,-8.216,1,0.044,0.0595,0.00819,0.169,0.397,118.053,audio_features,2p9EppHNKUFNg6em9N0G3N,spotify:track:2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/tracks/2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/audio-analysis/2p9EppHNKUFNg6em9N0G3N,187314,4,Sensitive Heart,1Na2JrHx5UQvDiqjnH6MaX
1336,Sensitive Heart___Yoke Lore,2022-06-19 07:29,Yoke Lore,Sensitive Heart,1695,2022-06-19 07:29:00,0.637,0.604,0,-8.216,1,0.044,0.0595,0.00819,0.169,0.397,118.053,audio_features,2p9EppHNKUFNg6em9N0G3N,spotify:track:2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/tracks/2p9EppHNKUFNg6em9N0G3N,https://api.spotify.com/v1/audio-analysis/2p9EppHNKUFNg6em9N0G3N,187314,4,Sensitive Heart,1Na2JrHx5UQvDiqjnH6MaX
1337,Lucky Girl___Fazerdaze,2022-06-19 07:30,Fazerdaze,Lucky Girl,80214,2022-06-19 07:30:00,0.515,0.884,9,-7.297,1,0.043,0.0331,0.0904,0.312,0.703,173.012,audio_features,1qDMlFBTEfpu9rO8j0mzq9,spotify:track:1qDMlFBTEfpu9rO8j0mzq9,https://api.spotify.com/v1/tracks/1qDMlFBTEfpu9rO8j0mzq9,https://api.spotify.com/v1/audio-analysis/1qDMlFBTEfpu9rO8j0mzq9,170996,4,Morningside,3k8tMpRQseuKMu6ieN8MBi
1338,Butterflies___Fiji Blue,2022-06-19 07:43,Fiji Blue,Butterflies,47340,2022-06-19 07:43:00,0.729,0.526,8,-7.241,1,0.0986,0.229,4.56e-05,0.309,0.786,110.02,audio_features,1e8OoeGOa2VbOqrBhYDliJ,spotify:track:1e8OoeGOa2VbOqrBhYDliJ,https://api.spotify.com/v1/tracks/1e8OoeGOa2VbOqrBhYDliJ,https://api.spotify.com/v1/audio-analysis/1e8OoeGOa2VbOqrBhYDliJ,176481,4,Butterflies,7m1b79R5MjeWFZbfu6hgIT
1339,Butterflies___Fiji Blue,2022-06-19 09:58,Fiji Blue,Butterflies,129447,2022-06-19 09:58:00,0.729,0.526,8,-7.241,1,0.0986,0.229,4.56e-05,0.309,0.786,110.02,audio_features,1e8OoeGOa2VbOqrBhYDliJ,spotify:track:1e8OoeGOa2VbOqrBhYDliJ,https://api.spotify.com/v1/tracks/1e8OoeGOa2VbOqrBhYDliJ,https://api.spotify.com/v1/audio-analysis/1e8OoeGOa2VbOqrBhYDliJ,176481,4,Butterflies,7m1b79R5MjeWFZbfu6hgIT
1340,Nice to See You___Vansire,2022-06-19 10:01,Vansire,Nice to See You,181677,2022-06-19 10:01:00,0.541,0.535,1,-9.742,1,0.0321,0.42,0.632,0.261,0.351,78.893,audio_features,2SqEopjZJjyAAp2nFkJi7i,spotify:track:2SqEopjZJjyAAp2nFkJi7i,https://api.spotify.com/v1/tracks/2SqEopjZJjyAAp2nFkJi7i,https://api.spotify.com/v1/audio-analysis/2SqEopjZJjyAAp2nFkJi7i,181678,4,Angel Youth,7CESHttY9U97FElD5JAXSW
1341,Carry Me Away___John Mayer,2022-06-19 10:04,John Mayer,Carry Me Away,16914,2022-06-19 10:04:00,0.677,0.713,4,-6.626,1,0.0288,0.0117,0.15,0.0952,0.744,119.997,audio_features,4Szq4dulKN9bOvLRW6uMdZ,spotify:track:4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/tracks/4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/audio-analysis/4Szq4dulKN9bOvLRW6uMdZ,159133,4,Sob Rock,2JmfwvRDitJlTUoLCkp61z
1342,Blank Space___Taylor Swift,2022-06-19 11:16,Taylor Swift,Blank Space,3752,2022-06-19 11:16:00,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,audio_features,1u8c2t2Cy7UBoG4ArRcF5g,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/tracks/1u8c2t2Cy7UBoG4ArRcF5g,https://api.spotify.com/v1/audio-analysis/1u8c2t2Cy7UBoG4ArRcF5g,231827,4,1989 (Deluxe),1yGbNOtRIgdIiGHOEBaZWf
1343,Sucker___Jonas Brothers,2022-06-19 11:17,Jonas Brothers,Sucker,7135,2022-06-19 11:17:00,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027,4,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2
1344,If I Can't Have You___Shawn Mendes,2022-06-19 11:20,Shawn Mendes,If I Can't Have You,191420,2022-06-19 11:20:00,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4,Shawn Mendes (Deluxe),0xzScN8P3hQAz3BT3YYX5w
1345,love nwantiti (feat. Dj Yo! & AX'EL) - Remix___CKay,2022-06-19 11:23,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4248,2022-06-19 11:23:00,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,audio_features,4gvrJnKCKIPiacNsWVQwEU,spotify:track:4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/tracks/4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/audio-analysis/4gvrJnKCKIPiacNsWVQwEU,188369,3,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],5NzoKSfocwLOb6o0lXfTM9
1346,Thunder___Imagine Dragons,2022-06-19 11:23,Imagine Dragons,Thunder,187038,2022-06-19 11:23:00,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
1347,Locked Away (feat. Adam Levine)___R. City,2022-06-19 11:27,R. City,Locked Away (feat. Adam Levine),227273,2022-06-19 11:27:00,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,audio_features,7x5xYW5W42OGPAdHUyyguy,spotify:track:7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/tracks/7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/audio-analysis/7x5xYW5W42OGPAdHUyyguy,227480,5,What Dreams Are Made Of,4AUTMNSP56xicSznzKgzjB
1348,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""___Leah Nobel",2022-06-19 11:33,Leah Nobel,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",193686,2022-06-19 11:33:00,0.674,0.676,2,-6.878,1,0.0367,0.43,3.13e-05,0.108,0.919,78.99,audio_features,5Dz8nrwQlPLE68WaTEIqY5,spotify:track:5Dz8nrwQlPLE68WaTEIqY5,https://api.spotify.com/v1/tracks/5Dz8nrwQlPLE68WaTEIqY5,https://api.spotify.com/v1/audio-analysis/5Dz8nrwQlPLE68WaTEIqY5,194827,4,To All The Boys: Always and Forever (Music From The Netflix Film),35SXwj3IksuJcEbBckg2GT
1349,talk is overrated___Jeremy Zucker,2022-06-19 11:36,Jeremy Zucker,talk is overrated,189598,2022-06-19 11:36:00,0.776,0.353,4,-8.317,0,0.0687,0.435,0.0,0.302,0.658,138.035,audio_features,7cflqPPi3zWfLFRRBTWeh6,spotify:track:7cflqPPi3zWfLFRRBTWeh6,https://api.spotify.com/v1/tracks/7cflqPPi3zWfLFRRBTWeh6,https://api.spotify.com/v1/audio-analysis/7cflqPPi3zWfLFRRBTWeh6,189800,4,idle,77EcAn5H4pGamI8JiwvP4T
1350,Maniac___Conan Gray,2022-06-19 11:39,Conan Gray,Maniac,4470,2022-06-19 11:39:00,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,audio_features,6KfoDhO4XUWSbnyKjNp9c4,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/tracks/6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/audio-analysis/6KfoDhO4XUWSbnyKjNp9c4,185773,4,Kid Krow,2CMlkzFI2oDAy5MbyV7OV5
1351,Goodbyes (feat. Young Thug)___Post Malone,2022-06-19 11:39,Post Malone,Goodbyes (feat. Young Thug),174707,2022-06-19 11:39:00,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853,4,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
1352,Feel It___Michele Morrone,2022-06-19 11:42,Michele Morrone,Feel It,159332,2022-06-19 11:42:00,0.651,0.369,1,-9.301,0,0.045,0.142,0.00308,0.128,0.372,155.014,audio_features,1sntdOU6b9fMuUOm3NPIuY,spotify:track:1sntdOU6b9fMuUOm3NPIuY,https://api.spotify.com/v1/tracks/1sntdOU6b9fMuUOm3NPIuY,https://api.spotify.com/v1/audio-analysis/1sntdOU6b9fMuUOm3NPIuY,159480,3,Dark Room,2H2mViAjX9cdztIS9xOwSh
1353,Stereo Hearts___Gym Class Heroes,2022-06-19 11:48,Gym Class Heroes,Stereo Hearts,208885,2022-06-19 11:48:00,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,0qOnSQQF0yzuPWsXrQ9paz,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,210960,4,The Papercut Chronicles II,2mumCpGmuE9iDeOvMx6XrB
1354,Boss Bitch___Doja Cat,2022-06-19 11:51,Doja Cat,Boss Bitch,134238,2022-06-19 11:51:00,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,spotify:track:78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/tracks/78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/audio-analysis/78qd8dvwea0Gosb6Fe6j3k,134240,4,Boss Bitch,4pmyFpGicLLIgNPc1TQXKc
1355,Nobody Compares To You (feat. Katie Pearlman)___Gryffin,2022-06-19 11:54,Gryffin,Nobody Compares To You (feat. Katie Pearlman),4485,2022-06-19 11:54:00,0.59,0.764,2,-4.735,1,0.0467,0.229,0.0,0.192,0.331,104.911,audio_features,17ejRbr6B8l9zdqgCZsn4m,spotify:track:17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/tracks/17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/audio-analysis/17ejRbr6B8l9zdqgCZsn4m,231291,4,Gravity,2IAVHJdaRPFA6MQqXHoG75
1356,Adore You___Harry Styles,2022-06-19 11:54,Harry Styles,Adore You,207113,2022-06-19 11:54:00,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,Fine Line,7xV2TzoaVc0ycW7fwBwAml
1357,Liar___Camila Cabello,2022-06-19 11:58,Camila Cabello,Liar,206995,2022-06-19 11:58:00,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,audio_features,7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/tracks/7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/audio-analysis/7LzouaWGFCy4tkXDOOnEyM,207039,4,Liar,3xgS4rfthlsvhW7J2WLiiR
1358,Baby Shark___Pinkfong,2022-06-19 12:02,Pinkfong,Baby Shark,53237,2022-06-19 12:02:00,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,audio_features,5ygDXis42ncn6kYG14lEVG,spotify:track:5ygDXis42ncn6kYG14lEVG,https://api.spotify.com/v1/tracks/5ygDXis42ncn6kYG14lEVG,https://api.spotify.com/v1/audio-analysis/5ygDXis42ncn6kYG14lEVG,80927,4,Pinkfong Animal Songs,1S7mumn7D4riEX2gVWYgPO
1359,No Candle No Light (feat. Nicki Minaj)___ZAYN,2022-06-19 12:06,ZAYN,No Candle No Light (feat. Nicki Minaj),194868,2022-06-19 12:06:00,0.619,0.751,5,-4.22,0,0.0496,0.0169,0.000108,0.0949,0.46,122.138,audio_features,5tH8UbEHc3seBxOlnzvoAs,spotify:track:5tH8UbEHc3seBxOlnzvoAs,https://api.spotify.com/v1/tracks/5tH8UbEHc3seBxOlnzvoAs,https://api.spotify.com/v1/audio-analysis/5tH8UbEHc3seBxOlnzvoAs,195027,4,Icarus Falls,1DF9B2hfwX4EdgEFwGcRwh
1360,Him & I (with Halsey)___G-Eazy,2022-06-19 12:10,G-Eazy,Him & I (with Halsey),268661,2022-06-19 12:10:00,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,audio_features,5k38wzpLb15YgncyWdTZE4,spotify:track:5k38wzpLb15YgncyWdTZE4,https://api.spotify.com/v1/tracks/5k38wzpLb15YgncyWdTZE4,https://api.spotify.com/v1/audio-analysis/5k38wzpLb15YgncyWdTZE4,268867,4,The Beautiful & Damned,1VAc77UvK5wj8ZSWCo3V2b
1361,Let Me Down Slowly___Alec Benjamin,2022-06-19 12:10,Alec Benjamin,Let Me Down Slowly,4492,2022-06-19 12:10:00,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4,Narrated For You,6jKZplJpy21R5lHaYHHjmZ
1362,Music For a Sushi Restaurant___Harry Styles,2022-06-19 12:13,Harry Styles,Music For a Sushi Restaurant,193609,2022-06-19 12:13:00,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813,4,Harry's House,5r36AJ6VOJtp00oxSkBZ5h
1363,Best Song Ever___One Direction,2022-06-19 12:18,One Direction,Best Song Ever,110314,2022-06-19 12:18:00,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu
1364,You (with Marshmello & Vance Joy)___benny blanco,2022-06-19 16:28,benny blanco,You (with Marshmello & Vance Joy),169397,2022-06-19 16:28:00,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,audio_features,1GkHyypTFkUf0QQKwYoXH4,spotify:track:1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/tracks/1GkHyypTFkUf0QQKwYoXH4,https://api.spotify.com/v1/audio-analysis/1GkHyypTFkUf0QQKwYoXH4,169632,4,You (with Marshmello & Vance Joy),3U75bXq9LhqZoaGoBCXikn
1365,Burning___Maggie Rogers,2022-06-19 16:31,Maggie Rogers,Burning,213042,2022-06-19 16:31:00,0.481,0.641,7,-10.8,1,0.132,0.842,0.00454,0.134,0.161,131.812,audio_features,2Za7Yhteh4XcUXnNYxTIHH,spotify:track:2Za7Yhteh4XcUXnNYxTIHH,https://api.spotify.com/v1/tracks/2Za7Yhteh4XcUXnNYxTIHH,https://api.spotify.com/v1/audio-analysis/2Za7Yhteh4XcUXnNYxTIHH,231132,4,Born To Die – Paradise Edition (Special Version),0Dt3FbpMQwjoT5KNAw0IXR
1366,Burnout___EXES,2022-06-19 16:31,EXES,Burnout,5504,2022-06-19 16:31:00,0.822,0.814,2,-4.034,1,0.137,0.192,1.43e-06,0.143,0.293,94.009,audio_features,56JDjkIMUVMRN6Yb2JSRtm,spotify:track:56JDjkIMUVMRN6Yb2JSRtm,https://api.spotify.com/v1/tracks/56JDjkIMUVMRN6Yb2JSRtm,https://api.spotify.com/v1/audio-analysis/56JDjkIMUVMRN6Yb2JSRtm,214970,4,Burnout,7JOB4EU0xcUeqWuWtFtHfn
1367,august___Taylor Swift,2022-06-19 16:36,Taylor Swift,august,261801,2022-06-19 16:36:00,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,3hUxzQpSfdDqwM3ZTFQY0K,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4,folklore,2fenSS68JI1h4Fo296JfGr
1368,Heat Waves___Glass Animals,2022-06-19 17:02,Glass Animals,Heat Waves,4286,2022-06-19 17:02:00,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
1369,Mehabooba___Ravi Basrur,2022-06-19 17:06,Ravi Basrur,Mehabooba,16956,2022-06-19 17:06:00,0.367,0.513,6,-11.884,0,0.0577,0.867,0.165,0.197,0.278,159.891,audio_features,4hcIkSjuNMYd2bREG38xgH,spotify:track:4hcIkSjuNMYd2bREG38xgH,https://api.spotify.com/v1/tracks/4hcIkSjuNMYd2bREG38xgH,https://api.spotify.com/v1/audio-analysis/4hcIkSjuNMYd2bREG38xgH,213750,4,KGF Chapter 2 (Original Motion Picture Soundtrack),2qOmNuXm9SoGIaTb6px0j1
1370,Pasoori___Shae Gill,2022-06-19 17:06,Shae Gill,Pasoori,224146,2022-06-19 17:06:00,0.714,0.596,11,-6.206,0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147,4,Pasoori,7wgrW5XyZdtk0K8PkW5A7h
1371,Glimpse of Us___Joji,2022-06-19 17:11,Joji,Glimpse of Us,187620,2022-06-19 17:11:00,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,Glimpse of Us,6ZZvx0aefZV3LKa053fn71
1372,Bergamot Feels___Edwin Raphael,2022-06-20 01:03,Edwin Raphael,Bergamot Feels,67713,2022-06-20 01:03:00,0.75,0.37,6,-8.871,0,0.0342,0.728,0.0157,0.345,0.184,110.035,audio_features,45Cy7dovuUSQg80nTTNnC3,spotify:track:45Cy7dovuUSQg80nTTNnC3,https://api.spotify.com/v1/tracks/45Cy7dovuUSQg80nTTNnC3,https://api.spotify.com/v1/audio-analysis/45Cy7dovuUSQg80nTTNnC3,228771,4,Will You Think of Me Later?,0Bb2UJXgxTgqUNC0z5QCyM
1373,Golden Hour___Kacey Musgraves,2022-06-20 02:26,Kacey Musgraves,Golden Hour,198453,2022-06-20 02:26:00,0.46,0.553,6,-6.417,0,0.0331,0.0997,0.0,0.11,0.381,178.062,audio_features,2LGmThUDQQzrr6qmfP9AJv,spotify:track:2LGmThUDQQzrr6qmfP9AJv,https://api.spotify.com/v1/tracks/2LGmThUDQQzrr6qmfP9AJv,https://api.spotify.com/v1/audio-analysis/2LGmThUDQQzrr6qmfP9AJv,198453,4,Valentine's Day 2023,6Y0GYdkFFjrUtDSyG8rRLc
1374,Lovely___Mills,2022-06-20 02:35,Mills,Lovely,200826,2022-06-20 02:35:00,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4,lovely (with Khalid),2sBB17RXTamvj7Ncps15AK
